Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Provision for Loan Losses;Net Revenue after Provisions;Total Non-Interest Expense;Operating Income (Loss);Non-Operating Income (Loss);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
COF;378103;USD;2020;FY;2020-12-31;2021-02-25;2023-02-24;457800000;458900000;28523000000;-10264000000;18259000000;-15056000000;3203000000;;3203000000;-486000000;2717000000;-3000000;2714000000;2375000000
COF;378103;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;422500000;424300000;30435000000;1944000000;32379000000;-16570000000;15809000000;;15809000000;-3415000000;12394000000;-4000000;12390000000;11965000000
COF;378103;USD;2022;FY;2022-12-31;2023-02-24;2025-02-20;422500000;424300000;34250000000;-5847000000;28403000000;-19163000000;9240000000;;9240000000;-1880000000;7360000000;0;7360000000;7044000000
COF;378103;USD;2023;FY;2023-12-31;2024-02-23;2026-02-19;382400000;383400000;36787000000;-10426000000;26361000000;-20316000000;6045000000;;6045000000;-1158000000;4887000000;0;4887000000;4582000000
COF;378103;USD;2024;FY;2024-12-31;2025-02-20;2026-02-19;382700000;383600000;39112000000;-11716000000;27396000000;-21486000000;5910000000;;5910000000;-1163000000;4747000000;3000000;4750000000;4445000000
COFS;12444269;USD;2020;FY;2020-12-31;2021-04-01;2023-03-23;7521771;7531617;73769000;-4000000;69769000;-50884000;18885000;;18885000;-3272000;15613000;;15613000;15613000
COFS;12444269;USD;2021;FY;2021-12-31;2022-03-18;2024-03-13;7685459;7702714;79835000;-416000;79419000;-52921000;26498000;;26498000;-4456000;22042000;;22042000;22042000
COLB;6481027;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;220218000;220218000;604611000;-80656000;523955000;-331563000;192392000;;192392000;-38148000;154244000;;154244000;154244000
COLB;6481027;USD;2021;FY;2021-12-31;2022-02-25;2024-02-27;219032000;219581000;1275965000;42651000;1318616000;-745273000;573343000;;558160000;-137860000;420300000;;420300000;420300000
COLB;6481027;USD;2022;FY;2022-12-31;2023-02-24;2026-02-26;216980000;217403000;1997000000;-213000000;1784000000;-1141000000;643000000;;471000000;-122000000;349000000;;349000000;349000000
COLB;6481027;USD;2023;FY;2023-12-31;2024-02-27;2025-02-25;195304000;195871000;1997098000;-213199000;1783899000;-1141041000;642858000;;471199000;-122484000;348715000;;348715000;348715000
COLB;6481027;USD;2024;FY;2024-12-31;2025-02-25;2026-02-26;208463000;209337000;1929000000;-106000000;1823000000;-1080000000;743000000;;719000000;-185000000;534000000;;534000000;534000000
COOP;1306307;USD;2022;FY;2022-12-31;2023-02-16;2025-02-20;71885000;73818000;2464000000;;2464000000;-1274000000;1190000000;24000000;1214000000;-291000000;923000000;;923000000;923000000
COOP;1306307;USD;2023;FY;2023-12-31;2024-02-28;2025-02-20;67070000;68549000;1794000000;;1794000000;-1172000000;622000000;32000000;654000000;-154000000;500000000;;500000000;500000000
COOP;1306307;USD;2024;FY;2024-12-31;2025-02-20;2025-02-20;64322000;65683000;2225000000;;2225000000;-1319000000;906000000;-5000000;901000000;-232000000;669000000;;669000000;669000000
CPF;7962886;USD;2020;FY;2020-12-31;2021-02-23;2022-02-23;28108648;28313014;242881000;-42111000;200770000;-151737000;49033000;;49033000;-11760000;37273000;;37273000;37273000
CPF;7962886;USD;2021;FY;2021-12-31;2022-02-23;2024-02-21;28003744;28257323;254107000;14591000;268698000;-163046000;105652000;;105652000;-25758000;79894000;;79894000;79894000
CPF;7962886;USD;2022;FY;2022-12-31;2023-02-21;2025-02-26;27398445;27567780;263482000;1273000;264755000;-165986000;98769000;;98769000;-24841000;73928000;;73928000;73928000
CPF;7962886;USD;2023;FY;2023-12-31;2024-02-21;2026-02-27;27027681;27080518;256663000;-15698000;240965000;-164143000;76822000;;76822000;-18153000;58669000;;58669000;58669000
CPF;7962886;USD;2024;FY;2024-12-31;2025-02-26;2026-02-27;27057329;27157120;250456000;-9826000;240630000;-172591000;68039000;;68039000;-14627000;53412000;;53412000;53412000
CSBB;12444763;USD;2020;FY;2020-12-31;2021-03-16;2022-04-07;2742350;2742350;35088000;-1650000;33438000;-20342000;13096000;;13096000;-2528000;10568000;;10568000;10568000
CSBB;12444763;USD;2021;FY;2021-12-31;2022-03-16;2023-03-16;2742350;2742350;34842000;-96000;34746000;-21342000;13404000;;13404000;-2567000;10837000;;10837000;10837000
CSBB;12444763;USD;2022;FY;2022-12-31;2023-03-16;2024-03-15;2720633;2720633;39034000;895000;39929000;-22614000;17315000;;16536000;-3223000;13313000;;13313000;13313000
CSBB;12444763;USD;2023;FY;2023-12-31;2024-03-15;2025-03-14;2679902;2679902;42885000;-442000;42443000;-23293000;19150000;;18383000;-3627000;14756000;;14756000;14756000
CSBB;12444763;USD;2024;FY;2024-12-31;2025-03-14;2026-03-16;2661308;2661308;43955000;-7031000;36924000;-23725000;13199000;;12335000;-2323000;10012000;;10012000;10012000
CSTR;9075788;USD;2020;FY;2020-12-31;2021-03-05;2023-03-03;20162038;20185589;119571000;-11479000;108092000;-77361000;30731000;;30731000;-6035000;24696000;;24696000;24696000
CUBI;7962764;USD;2023;FY;2023-12-31;2024-02-29;2026-02-27;31435647;32158788;764825000;-74611000;690214000;-352663000;337551000;;330740000;-80597000;250143000;;250143000;235448000
CUBI;7962764;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;31509179;32719134;757475000;-73451000;684024000;-417014000;267010000;;224373000;-42904000;181469000;;181469000;166429000
CVBF;6767555;USD;2023;FY;2023-12-31;2024-02-28;2026-02-27;138333000;138462000;547320000;-1500000;545820000;-230386000;315434000;;315434000;-93999000;221435000;;221435000;221435000
CVBF;6767555;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;138415000;138579000;501821000;4250000;506071000;-234833000;271238000;;271238000;-70522000;200716000;;200716000;200716000
CVLY;9075932;USD;2020;FY;2020-12-31;2021-03-09;2022-03-08;9782000;9809000;76352000;-14675000;61677000;-51204000;10473000;;10473000;-2031000;8442000;;8442000;8442000
CVLY;9075932;USD;2021;FY;2021-12-31;2022-03-08;2023-03-14;9715000;9753000;78465000;-3663000;74802000;-56215000;18587000;;18587000;-3928000;14659000;;14659000;14659000
CVLY;9075932;USD;2022;FY;2022-12-31;2023-03-14;2024-03-12;9506000;9548000;90106000;-2890000;87216000;-61022000;26194000;;25648000;-5556000;20092000;;20092000;20092000
CVLY;9075932;USD;2023;FY;2023-12-31;2024-03-12;2024-03-12;9608000;9625000;95456000;-145000;95311000;-62860000;32451000;;31843000;-6870000;24973000;;24973000;24973000
CWBC;12444735;USD;2020;FY;2020-12-31;2021-03-15;2023-03-31;8500000;8500000;40501000;-1223000;39278000;-27523000;11755000;;11755000;-3510000;8245000;;8245000;8245000
CZNC;9075792;USD;2020;FY;2020-12-31;2021-03-05;2023-03-16;14743386;14747048;92078000;-3913000;88165000;-55609000;32556000;;23212000;-3990000;19222000;;19222000;19222000
CZNC;9075792;USD;2021;FY;2021-12-31;2022-02-22;2024-03-11;15765639;15771955;103820000;-3661000;100159000;-62472000;37687000;;37687000;-7133000;30554000;;30554000;30554000
CZNC;9075792;USD;2022;FY;2022-12-31;2023-03-16;2025-03-06;15630094;15635892;107560000;-7255000;100305000;-67955000;32350000;;32350000;-5732000;26618000;;26618000;26618000
CZNC;9075792;USD;2023;FY;2023-12-31;2024-03-11;2026-03-06;15241859;15241859;104817000;-186000;104631000;-74148000;30483000;;30483000;-6335000;24148000;;24148000;24148000
CZNC;9075792;USD;2024;FY;2024-12-31;2025-03-06;2026-03-06;15262504;15262504;108324000;-2195000;106129000;-74258000;31871000;;31871000;-5913000;25958000;;25958000;25958000
CZWI;12444747;USD;2021;FY;2021-09-30;2021-12-06;2022-11-07;10505000;10514000;17136000;;17136000;-10323000;6813000;;6816000;-1819000;4997000;;4997000;4997000
CZWI;12444747;USD;2022;FY;2022-09-30;2022-11-30;2023-11-03;10505000;10514000;16929000;-538000;16391000;-11122000;5269000;;5277000;-1284000;3993000;;3993000;3993000
CZWI;12444747;USD;2023;FY;2023-09-30;2023-12-05;2023-11-03;10481250;10481250;14686000;325000;15011000;-9869000;5142000;;5042000;-2544000;2498000;;2498000;2498000
DCOM;11795242;USD;2020;FY;2020-12-31;2021-03-15;2023-02-28;21537948;21538448;200981000;-26165000;174816000;-99119000;75697000;;54984000;-12666000;42318000;;42318000;37535000
DFS;378127;USD;2020;FY;2020-12-31;2021-02-17;2023-02-23;307000000;307000000;11088000000;-5134000000;5954000000;-4519000000;1435000000;;1435000000;-294000000;1141000000;;1141000000;1141000000
DFS;378127;USD;2021;FY;2021-12-31;2022-02-24;2024-02-23;307000000;307000000;12051000000;-218000000;11833000000;-4805000000;7028000000;;7028000000;-1606000000;5422000000;;5422000000;5422000000
EBMT;10656742;USD;2021;FY;2021-12-31;2022-03-09;2023-03-08;6653935;6655735;92723000;-861000;91862000;-72580000;19282000;;19282000;-4863000;14419000;;14419000;14419000
EBMT;10656742;USD;2022;FY;2022-12-31;2023-03-08;2024-03-06;7790188;7792467;89532000;-2001000;87531000;-73683000;13848000;;13848000;-3147000;10701000;;10701000;10701000
EBMT;10656742;USD;2023;FY;2023-12-31;2024-03-06;2025-03-14;7793352;7798243;85199000;-1456000;83743000;-72089000;11654000;;11654000;-1598000;10056000;;10056000;10056000
